"title","authors","pubyear","sourcepub","review_round","reviewer","doublerev","reviewer_notes","outsidereviewer","outsidereviewer_notes","exclusion_id","exclusion_reason","fullquestion"
"Restored tallgrass prairies have reduced phylogenetic diversity compared with remnants","Barak, Rebecca S.; Williams, Evelyn W.; Hipp, Andrew L.; Bowles, Marlin L.; Carr, Gabriela M.; Sherman, Robert; Larkin, Daniel J.",2017,"JOURNAL OF APPLIED ECOLOGY",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8 -- R10 marked as does NOT directly measure EF or ES, but per Kremen 2005 community structure and ESP distance (in this case phylo distance) are important to understand. Authors do state clear intent for their measurements to proxy function so keeping. I think this paper will get dropped in round 2 because does not explicitly link/scale up EF to ES; R10: no measure of ES or EF",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Soil ecological responses to pest management in golf turf vary with management intensity, pesticide identity, and application program","Gan, Huijie; Wickings, Kyle",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R4/R10",TRUE,"R4 re-evaluated for Q8 -- R10 originally marked as not directly measuring ecosystem function, but R4 thinks it does .. effects of pesticide/insectide application (i..e human drivers?) on multiple soil enzymes and soil biota functional groups that relate to soil function .. don't think it will make it past round 2 of eval (does not scale up to ES, but think it counts enough for EF)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Representation of critical natural capital in China","Lu, Yihe; Zhang, Liwei; Zeng, Yuan; Fu, Bojie; Whitham, Charlotte; Liu, Shuguang; Wu, Bingfang",2017,"CONSERVATION BIOLOGY",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8; R10: they measure ES but more focused on mapping so this could be excluded in the next stage probably, but meets this criteria.",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Impaired ecosystem process despite little effects on populations: modeling combined effects of warming and toxicants","Galic, Nika; Grimm, Volker; Forbes, Valery E.",2017,"GLOBAL CHANGE BIOLOGY",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8; R10: leaf litter processing (function), unclear if measured an ES",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Biogenic sediments from coastal ecosystems to beach-dune systems: implications for the adaptation of mixed and carbonate beaches to future sea level rise","De Falco, Giovanni; Molinaroli, Emanuela; Conforti, Alessandro; Simeone, Simone; Tonielli, Renato",2017,"BIOGEOSCIENCES",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Habitat heterogeneity affects the efficacy of ecological restoration by freshwater releases in a recovering freshwater coastal wetland in China's Yellow River Delta","Yang, Wei; Li, Xiaoxiao; Sun, Tao; Yang, Zhifeng; Li, Ming",2017,"ECOLOGICAL ENGINEERING",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8.. articles y-response vars include richness, shannon div, biomass.. in response to abiotic or landscape factors (freshwater pulses and landscape heterogeneity, as deemed by 3 wetland types).. not sure it will pass round 2 because of lack of linkage/scaling up to ES, but think it counts towards measuring EF (community structure, which is important to measure per Kremen); R10: focused on macrobenthos community as the outcome, rather than the functions. functions appear to be predictors rather than outcome.",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Ecosystem Services and landscape change associated with plantation expansion in a tropical rainforest region of Southwest China","Liu, Shiliang; Yin, Yijie; Liu, Xuehua; Cheng, Fangyan; Yang, Juejie; Li, Junran; Dong, Shikui; Zhu, Annah",2017,"ECOLOGICAL MODELLING",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Remote sensing combined with social-ecological data: The importance of diverse land uses for ecosystem service provision in north-eastern Madagascar","Zaehringer, J. G.; Schwilch, G.; Andriamihaja, O. R.; Ramamonjisoa, B.; Messerli, P.",2017,"ECOSYSTEM SERVICES",2,"R4/R10",TRUE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Implications for constructed wetlands to mitigate nitrate and pesticide pollution in agricultural drained watersheds","Tournebize, Julien; Chaumont, Cedric; Mander, Ulo",2017,"ECOLOGICAL ENGINEERING",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Landscape-scale mass-action of spiders explains early-season immigration rates in crops","Bianchi, F. J. J. A.; Walters, B. J.; Cunningham, S. A.; Hemerik, L.; Schellhorn, N. A.",2017,"LANDSCAPE ECOLOGY",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Coupling ecosystem services supply and human ecological demand to identify landscape ecological security pattern: A case study in Beijing-Tianjin-Hebei region, China","Zhang, Liqing; Peng, Jian; Liu, Yanxu; Wu, Jiansheng",2017,"URBAN ECOSYSTEMS",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Oecophylla smaragdina ants provide pest control in Australian cacao","Forbes, Samantha J.; Northfield, Tobin D.",2017,"BIOTROPICA",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Land cover diversity increases predator aggregation and consumption of prey","Penn, Hannah J.; Athey, Kacie J.; Lee, Brian D.",2017,"ECOLOGY LETTERS",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8; R10: measures predation on pests",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Mapping ecosystem services for China's ecoregions with a biophysical surrogate approach","Zhang, Liwei; Lu, Yihe; Fu, Bojie; Dong, Zhibao; Zeng, Yuan; Wu, Bingfang",2017,"LANDSCAPE AND URBAN PLANNING",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Changes in the location of biodiversity - ecosystem function hot spots across the seafloor landscape with increasing sediment nutrient loading","Thrush, Simon F.; Hewitt, Judi E.; Kraan, Casper; Lohrer, A. M.; Pilditch, Conrad A.; Douglas, Emily",2017,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8; R10: Focused on BEF (mentions services)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Chromolaena odorata (Siam weed) in eastern Africa: distribution and socio-ecological impacts","Shackleton, Ross T.; Witt, Arne B. R.; Nunda, Winnie; Richardson, David M.",2017,"BIOLOGICAL INVASIONS",2,"R4",FALSE,"R4 re-evaluated article for Q8",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Flashiness and Flooding of Two Lakes in the Upper Midwest During a Century of Urbanization and Climate Change","Usinowicz, Jacob; Qiu, Jiangxiao; Kamarainen, Amy",2017,"ECOSYSTEMS",2,"R4",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"High cover of hedgerows in the landscape supports multiple ecosystem services in Mediterranean cereal fields","Dainese, Matteo; Montecchiari, Silvia; Sitzia, Tommaso; Sigura, Maurizia; Marini, Lorenzo",2017,"JOURNAL OF APPLIED ECOLOGY",2,"R4/R10",TRUE,"R4 re-evaluated article for Q8; R10: looks cool",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Multifunctionality is affected by interactions between green roof plant species, substrate depth, and substrate type","Dusza, Yann; Barot, Sebastien; Kraepiel, Yvan; Lata, Jean-Christophe; Abbadie, Luc; Raynaud, Xavier",2017,"ECOLOGY AND EVOLUTION",2,"R10",FALSE,"multifunctionality in green roofs (expt)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Coastal protection and conservation on sandy beaches and dunes: context-dependent tradeoffs in ecosystem service supply","Biel, Reuben G.; Hacker, Sally D.; Ruggiero, Peter; Cohn, Nicholas; Seabloom, Eric W.",2017,"ECOSPHERE",2,"R10",FALSE,"this one looks perfect for our purposes",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Predicting seagrass recovery times and their implications following an extreme climate event","Nowicki, Robert J.; Thomson, Jordan A.; Burkholder, Derek A.; Fourqurean, James W.; Heithaus, Michael R.",2017,"MARINE ECOLOGY PROGRESS SERIES",2,"R4/R10",TRUE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Interactions between conservation agricultural practice and landscape composition promote weed seed predation by invertebrates","Petit, S.; Trichard, A.; Biju-Duval, L.; McLaughlin, O. B.; Bohan, D. A.",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R4/R10",TRUE,"weed seed predation intended as service",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Flower-visiting bat species contribute unequally toward agricultural pollination ecosystem services in southern Thailand","Stewart, Alyssa B.; Dudash, Michele R.",2017,"BIOTROPICA",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Pollinator population size and pollination ecosystem service responses to enhancing floral and nesting resources","Haussler, Johanna; Sahlin, Ullrika; Baey, Charlotte; Smith, Henrik G.; Clough, Yann",2017,"ECOLOGY AND EVOLUTION",2,"R4",FALSE,"flower visitation rates = ES modeled",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Local resources, linear elements and mass-flowering crops determine bumblebee occurrences in moderately intensified farmlands","Kallioniemi, Eveliina; Astrom, Jens; Rusch, Graciela M.; Dahle, Sondre; Astrom, Sandra; Gjershaug, Jan Ove",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R4",FALSE,"bumblebee density and richness as proxies for pollination ES",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"A community trait-based approach to ecosystem functioning in soil","Sechi, Valentina; De Goede, Ron G. M.; Rutgers, Michiel; Brussaard, Lijbert; Mulder, Christian",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Phytoplankton and Periphyton Primary Production in Clear and Turbid Shallow Lakes: Influence of the Light Environment on the Interactions between these Communities","Laura Sanchez, Maria; Rodriguez, Patricia; Maria Torremorell, Ana; Izaguirre, Irina; Pizarro, Haydee",2017,"WETLANDS",2,"R10",FALSE,"measures primary productivity",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Potential storages and drivers of soil organic carbon and total nitrogen across river basin landscape: The case of Mo river basin (Togo) in West Africa","Diwediga, Badabate; Le, Quang Bao; Agodzo, Sampson; Wala, Kperkouma",2017,"ECOLOGICAL ENGINEERING",2,"R4",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Estimating stormwater runoff for community gardens in New York City","Gittleman, Mara; Farmer, Carson J. Q.; Kremer, Peleg; McPhearson, Timon",2017,"URBAN ECOSYSTEMS",2,"R4",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Zinc concentration affects the functional groups of microbial communities in sugarcane-cultivated soil","Navarrete, Acacio A.; Mellis, Estevao V.; Escalas, Arthur; Lemos, Leandro N.; Lavres Junior, Jose; Quaggio, Jose Antonio; Zhou, Jizhong; Tsai, Siu M.",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R4",FALSE,"soil microbe functional genetic biodiv as proxy for soil nutrient cycling and other soil ES's",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Ecosystem services of termites (Blattoidea: Termitoidae) in the traditional soil restoration and cropping system Zai in northern Burkina Faso (West Africa)","Kaiser, Dorkas; Lepage, Michel; Konate, Souleymane; Linsenmair, Karl Eduard",2017,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2,"R10",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Environmental justice research shows the importance of social feedbacks in ecosystem service trade-offs","Dawson, Neil M.; Grogan, Kenneth; Martin, Adrian; Mertz, Ole; Pasgaard, Maya; Rasmussen, Laura Vang",2017,"ECOLOGY AND SOCIETY",2,"R4/R10",TRUE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"How dynamics and drivers of land use/land cover change impact elephant conservation and agricultural livelihood development in Rombo, Tanzania","Mmbaga, Naza Emmanuel; Munishi, Linus Kasian; Treydte, Anna Christina",2017,"JOURNAL OF LAND USE SCIENCE",2,"R7",FALSE,"Keep if the occurrence of human-wildlife conflict can be considered ES; wildlife habitat appears to be assessed but less cleare.",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Turning points of ecological resilience: Geostatistical modelling of landscape change and bird habitat provision","Ungaro, Fabrizio; Zasada, Ingo; Piorr, Annette",2017,"LANDSCAPE AND URBAN PLANNING",2,"R7",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Does infill outperform climate-adaptive growth policies in meeting sustainable urbanization goals? A scenario-based study in California, USA","Thorne, James H.; Santos, Maria J.; Bjorkman, Jacquelyn; Soong, Oliver; Ikegami, Makihiko; Seo, Changwan; Hannah, Lee",2017,"LANDSCAPE AND URBAN PLANNING",2,"R7",FALSE,"Urban land use management effects on climate resilient ag and biodiversity connectivity",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Impacts of population density and wealth on the quantity and structure of urban green space in tropical Southeast Asia","Richards, Daniel R.; Passy, Paul; Oh, Rachel R. Y.",2017,"LANDSCAPE AND URBAN PLANNING",2,"R7",FALSE,"Include if urban green space can be considered an ES/EF (related to recreation, refugia, etc?)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Shifts in ecosystem services in deprived urban areas: understanding people's responses and consequences for well-being","Derkzen, Marthe L.; Nagendra, Harini; Van Teeffelen, Astrid J. A.; Purushotham, Anusha; Verburg, Peter H.",2017,"ECOLOGY AND SOCIETY",2,"R7",FALSE,"Tricky one; I believe it's largely a valuation paper with only qualitative links to drivers of change, but needs a second set of eyes",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Disturbance-mediated heterogeneity drives pollinator diversity in boreal managed forest ecosystems","Rodriguez, Antonio; Kouki, Jari",2017,"ECOLOGICAL APPLICATIONS",2,"R7",FALSE,"Uses pollinator diversity as a proxy for pollination ES",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Carbon lost and carbon gained: a study of vegetation and carbon trade-offs among diverse land uses in Phoenix, Arizona","McHale, Melissa R.; Hall, Sharon J.; Majumdar, Anandamayee; Grimm, Nancy B.",2017,"ECOLOGICAL APPLICATIONS",2,"R7",FALSE,NA,NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Spatial fit between water quality policies and hydrologic ecosystem services in an urbanizing agricultural landscape","Qiu, Jiangxiao; Wardropper, Chloe B.; Rissman, Adena R.; Turner, Monica G.",2017,"LANDSCAPE ECOLOGY",2,"R7",FALSE,"attempts to link human driver (water policy) to water-related ES",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"More than just a corridor: A suburban river catchment enhances bird functional diversity","Suri, Jessleena; Anderson, Pippin M.; Charles-Dominique, Tristan; Hellard, Eleonore; Cumming, Graeme S.",2017,"LANDSCAPE AND URBAN PLANNING",2,"R7",FALSE,"Looks at bird functional group responses to some riparian/env variables; these functional groups appear to be proxies for EF (e.g., pollinators, nutrient movers, etc)",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
"Unravelling the interrelationships between ecosystem services and human wellbeing in the Bangladesh delta","Hossain, Md Sarwar; Eigenbrod, Felix; Johnson, Fiifi Amoako; Dearing, John A.",2017,"INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY",2,"R7",FALSE,"Although unclear in abstract, analyses appear to link abiotic drivers to ES's",NA,NA,9,"Passed abstract screen, not random-selected for full-text review",NA
