Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,qnum,id,clean_answer,varnum,clean_answer_binned,abbr,Group,clean_group,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12drivers_qa_note
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,Q12,Q25,grazing,1,Exploitation/harvest,OtherDriver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Didnt have major ecological components - focused on grazing effects on soil  C and N,,Infilled ES from Driver where 'Other' specified
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,Q12,Q25,grazing,1,Exploitation/harvest,OtherDriver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Didnt have major ecological components - focused on grazing effects on soil  C and N,,Infilled ES from Driver where 'Other' specified
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Q12,Q25.4_4,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Q12,Q25.4_6,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Q12,Q25.4_9,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Q12,Q25.4_15,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.2_4,Climate,1,Climate,Driver,Environmental,Environmental,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_4,Land use change,2,Land use and land cover change,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_4,Population growth,3,Population growth and density,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_4,Management Practices,4,Management/restoration,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_7,Land use change,1,Land use and land cover change,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_7,Population growth,2,Population growth and density,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_7,Management Practices,3,Management/restoration,Driver,Human,Human,coastWQReg,"Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.2_1,Climate,1,Climate,Driver,Environmental,Environmental,HabCreate,Habitat creation and maintenance,,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_1,Land use change,2,Land use and land cover change,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_1,Population growth,3,Population growth and density,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_1,Management Practices,4,Management/restoration,Driver,Human,Human,HabCreate,Habitat creation and maintenance,,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.2_8,Climate,1,Climate,Driver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_8,Land use change,2,Land use and land cover change,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_8,Population growth,3,Population growth and density,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,"looks at water quality metrics, I think it should work!",
"RESEARCH ON ECOSYSTEM HEALTH ASSESSMENT INDICES AND THRESHOLDS OF A LARGE YANGTZE-CONNECTED LAKE, POYANG LAKE",Zhang,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,2019,NBD,FALSE,final,Q12,Q25.3_8,Management Practices,4,Management/restoration,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,"looks at water quality metrics, I think it should work!",
"Assessment of the erosion control function of forest ecosystems based on GIS: a case study in Zhangjiajie National Forest Park, China",Zhao,INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,2009,CK,FALSE,final,Q12,Q25.4_8,Service Provider (Q17),1,Service provider identity,Driver,Biotic,Biotic,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,"Measuring erosion control, importance of forests to ecosystem services (like erosion control)",
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.2_4,Climate,1,Climate,Driver,Environmental,Environmental,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.3_4,Management Practices,2,Management/restoration,Driver,Human,Human,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.2_12,Climate,1,Climate,Driver,Environmental,Environmental,Food,Food and feed,,,
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.3_12,Management Practices,2,Management/restoration,Driver,Human,Human,Food,Food and feed,,,
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.2_8,Climate,1,Climate,Driver,Environmental,Environmental,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Linking wind erosion to ecosystem services in drylands: a landscape ecological approach,Zhao,LANDSCAPE ECOLOGY,2017,TK,FALSE,final,Q12,Q25.3_8,Management Practices,2,Management/restoration,Driver,Human,Human,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
