Title,FirstAuthor,SourcePublication,PublicationYear,Init,doublerev,version,Q12_Response,varnum,Q12_Yclass,ES,fullES,Q18_SurveyNotes,Round1_Comments,Q12responses_qa_note
Local and broadscale landscape structure differentially impact predation of two potato pests,Werling,ECOLOGICAL APPLICATIONS,2010,LB,FALSE,final,proportion of predated Colorado potato beetle eggs,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Local and broadscale landscape structure differentially impact predation of two potato pests,Werling,ECOLOGICAL APPLICATIONS,2010,LB,FALSE,final,ratio of aphid growth with and without predators,2,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses,White,JOURNAL OF APPLIED ECOLOGY,2019,SDJ,FALSE,final,vegetation diversity/richness,1,EF,HabCreate,Habitat creation and maintenance,,,
Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses,White,JOURNAL OF APPLIED ECOLOGY,2019,SDJ,FALSE,final,pest management by spiders (only spider abundance and richness),1,Proxy for ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]",,,
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,terrestrial biodiversity,1,Proxy for ES,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",
Machine learning for ecosystem services,Willcock,ECOSYSTEM SERVICES,2018,AIS,FALSE,final,firewood use,1,ES,Materials,"Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders]",,"the paper focuses on machine learning but provides two case studies of ecosystem services, so may still be appropriate",
Reconciling opposing soil processes in row-crop agroecosystems via soil functional zone management,Williams,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,AK,FALSE,final,nutrient provisioning,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",I wasn't sure if type of tillage should be it's own driver or if it falls into Land use change or management so I selected all three. I also wasn't sure how to answer Q14 about Kremen topics because it measures function but not necessarily community structure.,,
Reconciling opposing soil processes in row-crop agroecosystems via soil functional zone management,Williams,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2017,AK,FALSE,final,soil building,2,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",I wasn't sure if type of tillage should be it's own driver or if it falls into Land use change or management so I selected all three. I also wasn't sure how to answer Q14 about Kremen topics because it measures function but not necessarily community structure.,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,total carbon storage,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,Shanon-weiner floristic diversity,1,Proxy for ES,HabCreate,Habitat creation and maintenance,,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,surface erosion %,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,rill erosion %,2,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
"Ecosystem services assessment of the urban forests of Addis Ababa, Ethiopia",Woldegerima,URBAN ECOSYSTEMS,2017,JL,FALSE,final,pre-rill erosion %,3,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management,Wong,LANDSCAPE ECOLOGY,2018,LD/TK,TRUE,final,presence of male mosquitoes,1,ES,PestPath,"Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals]","LD: *** FOR Q9 -- **** delete the unclear or not specified and 1-10 km2***     vector mosquito species considered: Aedes aegyptib Yellow fever mosquito Chikungunya, dengue fever, West Nile virus, yellow fever, Zika Aedes albopictusa,b,c Asian tiger mosquito Chikungunya, dengue fever, Japanese encephalitis, West Nile virus, yellow fever, etc. Aedes japonicusb Asian bush mosquito Chikungunya, dengue fever, Japanese encephalitis, St Louis encephalitis, West Nile virus Anopheles jeyporiensisc – Filariasis, malaria Anopheles maculatus – Malaria Anopheles minimusc – Malaria Anopheles sinensis – Filariasis, malaria Culex fuscocephala – Japanese encephalitis Culex gelidus – Japanese encephalitis, West Nile virus Culex quinquefasciatusc Southern house mosquito Filariasis, Japanese encephalitis, St Louis encephalitis, West Nile virus Culex tritaeniorhynchus",,LD reviewed inconsistent answers
From intrinsic to service potential: An approach to assess tourism landscape potential,Wozniak,LANDSCAPE AND URBAN PLANNING,2018,SDJ,FALSE,final,potential tourism (12 types),1,Proxy for ES,CulturePsych,"Cultural Services, including Physical and psychological experiences ##do we include this?? [e.g. hunting, fishing, hiking]",I'd say this paper did not discuss drivers. The goal was to incorporate people's willingness to do tourist activities to calculations for the potential to do that activity across a whole landscape,,
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,carbon storage,1,"ES,Proxy for ES",ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Didnt have major ecological components - focused on grazing effects on soil  C and N,,
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,N storage,1,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Didnt have major ecological components - focused on grazing effects on soil  C and N,,
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,litter biomass,2,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Didnt have major ecological components - focused on grazing effects on soil  C and N,,
Restoration of ecosystem carbon and nitrogen storage and microbial biomass after grazing exclusion in semi-arid grasslands of Inner Mongolia,Wu,ECOLOGICAL ENGINEERING,2014,LD,FALSE,final,root biomass,3,EF,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Didnt have major ecological components - focused on grazing effects on soil  C and N,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,C fixation and O2 releasing,1,ES,ClimReg,Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,water conservation,1,ES,freshWQReg,"Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,windbreak function,1,ES,Hazards,"Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Plant diversity maintenance,1,ES,MaintainOpts,"Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,soil conservation function,1,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
Ecosystem multifunctionality is highly related to the shelterbelt structure and plant species diversity in mixed shelterbelts of eastern China,Xie,GLOBAL ECOLOGY AND CONSERVATION,2018,LB,FALSE,final,Nutrient transformation and cycling,2,ES,SoilProtect,"Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",,,
